t,x,y,z
167.200,-87,-161,-1039
167.250,-51,-229,-935
167.300,-5,-67,-970
167.350,-9,9,-979
167.400,-144,-61,-1003
167.450,-266,12,-1100
167.500,-86,-1,-1028
167.550,-243,53,-981
167.600,-85,53,-1068
167.650,5,48,-934
167.700,-153,2,-977
167.750,-48,71,-900
167.800,-189,85,-1111
167.850,94,113,-876
167.900,99,45,-1032
167.950,97,37,-1362
168.000,-31,10,-3438
168.050,73,68,-1459
168.100,21,148,-859
168.150,211,105,-869
168.200,78,156,-982
168.250,30,193,-1017
168.300,29,-12,-929
168.350,151,109,-986
168.400,-17,131,-944
168.450,132,-57,-1060
168.500,151,-60,-948
168.550,114,18,-922
168.600,160,-9,-1071
168.650,70,63,-982
168.700,223,-171,-878
168.750,-9,-184,-1073
168.800,-23,46,-1077
168.850,79,-106,-1129
168.900,67,-82,-1098
168.950,98,-168,-1142
169.000,83,-134,-1093
169.050,-61,-146,-1006
169.100,-128,-5,-962
169.150,-65,54,-986
169.200,-27,-91,-1000
169.250,29,-113,-932
169.300,-138,-109,-1075
169.350,-207,-5,-1102
169.400,-21,42,-1027
169.450,-42,23,-920
169.500,-183,33,-911
169.550,-118,47,-1047
169.600,81,99,-1018
169.650,19,34,-973
169.700,-23,182,-1026
169.750,88,149,-919
169.800,8,169,-962
169.850,-33,207,-971
169.900,37,14,-878
169.950,17,216,-1307
170.000,-4,162,-3685
170.050,-127,22,-1253
170.100,-29,51,-924
170.150,86,30,-1004
170.200,23,149,-963
170.250,-4,-32,-1127
170.300,125,114,-983
170.350,19,-52,-937
170.400,-117,70,-1034
170.450,66,193,-949
170.500,115,-10,-1113
170.550,7,-155,-1009
170.600,-10,-36,-1031
170.650,135,-35,-1018
170.700,69,-136,-968
170.750,70,95,-913
170.800,74,13,-1090
170.850,0,-202,-936
170.900,87,-175,-914
170.950,44,-184,-1013
171.000,-18,51,-1016
171.050,42,-93,-863
171.100,-88,-28,-1000
171.150,-85,-82,-870
171.200,-3,-133,-1057
171.250,5,29,-1060
171.300,-150,-112,-1091
171.350,-38,-26,-1037
171.400,-230,-63,-1089
171.450,-41,25,-953
171.500,-116,68,-927
171.550,-58,120,-1011
171.600,-188,-71,-868
171.650,-185,86,-996
171.700,-89,160,-881
171.750,-127,85,-985
171.800,-170,132,-957
171.850,-48,209,-1133
171.900,31,53,-1084
171.950,43,89,-1395
172.000,137,-3,-3726
172.050,-45,123,-1357
172.100,26,20,-1079
172.150,71,-55,-953
172.200,37,169,-966
172.250,109,89,-1177
172.300,112,46,-915
172.350,24,-34,-916
172.400,33,90,-1106
172.450,93,50,-1012
172.500,79,70,-1157
172.550,32,-151,-1074
172.600,32,0,-1021
172.650,135,46,-885
172.700,58,-298,-976
172.750,165,-169,-1050
172.800,112,-43,-953
172.850,89,-243,-938
172.900,-12,78,-866
172.950,6,7,-1054
173.000,34,-58,-929
173.050,-129,71,-970
173.100,66,-120,-997
173.150,-54,-80,-1016
173.200,-3,102,-1117
173.250,-127,-220,-1020
173.300,-92,-22,-1042
173.350,-238,-125,-971
173.400,-108,129,-870
173.450,-104,40,-950
173.500,25,68,-1010
173.550,-169,-49,-1003
173.600,-161,-39,-979
173.650,-213,-27,-833
173.700,-251,134,-981
173.750,-138,135,-1099
173.800,-43,66,-1007
173.850,-53,140,-941
173.900,81,53,-1005
173.950,30,150,-1478
174.000,-11,152,-3510
174.050,-122,182,-1463
174.100,61,96,-1052
174.150,26,125,-925
174.200,52,159,-1099
174.250,13,-46,-988
174.300,110,120,-992
174.350,155,-97,-987
174.400,37,78,-1036
174.450,103,141,-893
174.500,102,-66,-930
174.550,85,-36,-1034
174.600,27,-15,-907
174.650,170,-84,-1132
174.700,-63,-44,-1082
174.750,76,-64,-934
174.800,-109,-89,-994
174.850,18,-81,-1062
174.900,-2,-22,-1075
174.950,44,-45,-1033
175.000,-10,-172,-971
175.050,-78,-187,-944
175.100,-4,-48,-1137
175.150,-183,-143,-1047
175.200,-71,-91,-1025
175.250,-213,35,-933
175.300,35,-130,-1110
175.350,-127,-121,-1009
175.400,-80,13,-1155
175.450,-134,3,-857
175.500,-39,-38,-972
175.550,28,36,-1008
175.600,93,55,-936
175.650,-41,-1,-996
175.700,-99,114,-992
175.750,-130,65,-959
175.800,-34,-33,-911
175.850,51,85,-967
175.900,84,152,-994
175.950,-98,249,-1347
176.000,-36,72,-3679
176.050,-126,136,-1258
176.100,4,161,-1018
176.150,44,81,-947
176.200,48,197,-1065
176.250,83,245,-885
176.300,-4,24,-917
176.350,35,46,-985
176.400,15,32,-1070
176.450,171,60,-964
176.500,180,-12,-991
176.550,175,-122,-1044
176.600,23,96,-965
176.650,84,32,-860
176.700,20,-55,-930
176.750,157,-197,-979
176.800,6,-105,-993
176.850,-15,-116,-933
176.900,72,-38,-1075
176.950,-17,24,-996
177.000,5,-242,-1066
177.050,-35,-139,-1058
177.100,-55,-188,-842
177.150,-240,-56,-982
177.200,-83,-155,-998
177.250,-118,-71,-1048
177.300,-279,23,-918
177.350,-69,24,-873
177.400,-228,-20,-1077
177.450,-122,-40,-918
177.500,-150,174,-1043
177.550,-186,-42,-1051
177.600,-121,-5,-1054
177.650,-97,-50,-1083
177.700,-141,51,-1183
177.750,-27,185,-1056
177.800,-33,46,-1149
177.850,-68,172,-995
177.900,-13,119,-932
177.950,-26,146,-1249
178.000,-70,83,-3600
178.050,49,140,-1301
178.100,-22,74,-1127
178.150,-87,66,-853
178.200,130,3,-1038
178.250,176,20,-965
178.300,-33,29,-959
178.350,111,38,-1064
178.400,92,68,-969
178.450,-3,23,-1071
178.500,115,-106,-1025
178.550,242,66,-1086
178.600,47,-23,-950
178.650,-146,76,-922
178.700,110,-21,-950
178.750,21,-50,-1016
178.800,-27,-87,-1036
178.850,-16,-129,-1000
178.900,-41,-124,-1068
178.950,75,-136,-910
179.000,-163,-132,-891
179.050,-183,44,-1051
179.100,-68,-244,-1086
179.150,-80,-60,-1118
179.200,-139,-111,-1010
179.250,-56,-130,-933
179.300,-143,-172,-977
179.350,11,144,-1002
179.400,-132,3,-1000
179.450,-110,-107,-965
179.500,-31,2,-936
179.550,-56,11,-820
179.600,-111,18,-1014
179.650,1,164,-966
179.700,-83,171,-853
179.750,-98,190,-1139
179.800,54,79,-1090
179.850,-40,183,-1094
179.900,-23,74,-834
179.950,15,173,-1258
